dataset,Paths_to_Internet,description,universe,usProp,usPropSE,usCount,usCountSE,age314Prop,age314PropSE,age314Count,age314CountSE,age1524Prop,age1524PropSE,age1524Count,age1524CountSE,age2544Prop,age2544PropSE,age2544Count,age2544CountSE,age4564Prop,age4564PropSE,age4564Count,age4564CountSE,age65pProp,age65pPropSE,age65pCount,age65pCountSE,workEmployedProp,workEmployedPropSE,workEmployedCount,workEmployedCountSE,workUnemployedProp,workUnemployedPropSE,workUnemployedCount,workUnemployedCountSE,workNILFProp,workNILFPropSE,workNILFCount,workNILFCountSE,incomeU25Prop,incomeU25PropSE,incomeU25Count,incomeU25CountSE,income2549Prop,income2549PropSE,income2549Count,income2549CountSE,income5074Prop,income5074PropSE,income5074Count,income5074CountSE,income7599Prop,income7599PropSE,income7599Count,income7599CountSE,income100pProp,income100pPropSE,income100pCount,income100pCountSE,edNoDiplomaProp,edNoDiplomaPropSE,edNoDiplomaCount,edNoDiplomaCountSE,edHSGradProp,edHSGradPropSE,edHSGradCount,edHSGradCountSE,edSomeCollegeProp,edSomeCollegePropSE,edSomeCollegeCount,edSomeCollegeCountSE,edCollegeGradProp,edCollegeGradPropSE,edCollegeGradCount,edCollegeGradCountSE,sexMaleProp,sexMalePropSE,sexMaleCount,sexMaleCountSE,sexFemaleProp,sexFemalePropSE,sexFemaleCount,sexFemaleCountSE,raceWhiteProp,raceWhitePropSE,raceWhiteCount,raceWhiteCountSE,raceBlackProp,raceBlackPropSE,raceBlackCount,raceBlackCountSE,raceHispanicProp,raceHispanicPropSE,raceHispanicCount,raceHispanicCountSE,raceAsianProp,raceAsianPropSE,raceAsianCount,raceAsianCountSE,raceAmIndianProp,raceAmIndianPropSE,raceAmIndianCount,raceAmIndianCountSE,raceOtherProp,raceOtherPropSE,raceOtherCount,raceOtherCountSE,disabilityNoProp,disabilityNoPropSE,disabilityNoCount,disabilityNoCountSE,disabilityYesProp,disabilityYesPropSE,disabilityYesCount,disabilityYesCountSE,metroNoProp,metroNoPropSE,metroNoCount,metroNoCountSE,metroYesProp,metroYesPropSE,metroYesCount,metroYesCountSE,metroUnknownProp,metroUnknownPropSE,metroUnknownCount,metroUnknownCountSE,scChldHomeNoProp,scChldHomeNoPropSE,scChldHomeNoCount,scChldHomeNoCountSE,scChldHomeYesProp,scChldHomeYesPropSE,scChldHomeYesCount,scChldHomeYesCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE
7/1/15 0:00,noComputerMainReason,Main Reason for Household Not Online at Home: No/Inadequate Computer,noInternetAtHome,0.073377,0.00268,2452756,94006,,,,,0.080272,0.013747,99612,18455,0.075648,0.005714,609930,47944,0.074143,0.004363,856340,52723,0.070538,0.004172,886874,54443,0.075336,0.004098,1093818,63251,0.066966,0.015256,70244,16263,0.072105,0.003497,1285106,66971,0.081727,0.004308,1231532,71291,0.078896,0.004948,766512,48437,0.05206,0.006709,206247,27220,0.05665,0.009903,111246,20151,0.050507,0.008147,137219,23425,0.07272,0.005757,530124,44079,0.070329,0.004047,910249,55451,0.082685,0.005324,642489,42813,0.068202,0.006169,369894,36199,7%,0.004027,1104427,66900,8%,0.003667,1348330,66480,0.06371,0.003049,1261579,63553,0.083045,0.006755,505550,41984,0.089637,0.008275,512407,48253,0.092559,0.015705,101290,17626,0.078216,0.021091,23420,6845,0.113668,0.026916,48511,12308,0.0727,0.002936,1793158,75166,0.075181,0.004701,656009,45290,0.069361,0.00731,432866,48765,0.073957,0.003065,1985213,85407,0.101104,0.03383,34678,16929,0.071074,0.002889,1970957,85225,0.084595,0.00615,481800,37269,0.07917,0.016373,53126,10746,0.06667,0.026605,3370,1351,0.101301,0.019233,83153,18795,0.060881,0.011262,23714,4566,0.077911,0.008013,268021,27584,0.071876,0.018581,36656,9836,0.070846,0.021336,23099,7471,0.072071,0.020774,7124,2145,0.110692,0.020734,9155,1773,0.055177,0.008748,133771,22561,0.105925,0.02357,111804,25223,0.107102,0.025932,12332,3011,0.119638,0.042524,14683,6206,0.138895,0.026251,153237,30550,0.090448,0.028576,64440,20018,0.045293,0.020984,15261,6845,0.090339,0.023592,28240,8150,0.074699,0.024636,35390,11440,0.063318,0.012305,36175,7469,0.034974,0.01288,4980,1932,0.043792,0.018593,18944,8697,0.051611,0.013469,35198,9273,0.067328,0.015377,79386,18228,0.057197,0.016535,26664,8146,0.121533,0.027538,52997,11568,0.077747,0.015424,57121,11551,0.045414,0.01095,5342,1472,0.057224,0.017439,11386,3461,0.080485,0.021382,20113,5909,0.078049,0.024374,8513,2794
7/1/15 0:00,unavailableMainReason,Main Reason for Household Not Online at Home: Not Available in Area,noInternetAtHome,0.023793,0.001708,795330,58169,,,,,0.057277,0.013728,71077,17274,0.046534,0.004338,375192,35936,0.020958,0.002814,242058,32581,0.008511,0.001469,107004,18718,0.041075,0.003457,596374,51946,0.022318,0.007935,23410,8315,0.009522,0.001158,169713,21082,0.011275,0.001501,169899,22799,0.021338,0.002993,207311,29693,0.050524,0.006248,200161,25539,0.036882,0.006858,72428,13308,0.053567,0.008215,145532,23458,0.011032,0.002038,80426,14997,0.014631,0.001997,189369,26479,0.034124,0.004167,265158,33398,0.048009,0.005318,260377,29490,3%,0.002519,445432,40378,2%,0.002013,349898,35950,0.02782,0.002444,550889,50154,0.016025,0.002539,97552,15749,0.015164,0.002802,86683,16173,0.028019,0.00877,30662,9755,0.065257,0.019675,19540,6102,0.02344,0.011901,10004,5091,0.027978,0.002151,690077,54264,0.011394,0.001887,99421,16447,0.037719,0.005429,235398,37138,0.020581,0.001571,552459,43264,0.021788,0.007319,7473,2096,0.018461,0.00162,511934,45418,0.049759,0.004913,283396,29663,0.028922,0.009312,19408,5995,0.034831,0.017547,1761,917,0.033427,0.011609,27438,10097,0.039197,0.01251,15268,5055,0.023898,0.004518,82211,15579,0.050913,0.021818,25966,10920,0.021051,0.016005,6864,5308,0,0,0,0,0.03983,0.012494,3294,1058,0.017837,0.004917,43244,12086,0.016224,0.004584,17125,4879,0.035141,0.015405,4046,1783,0.019626,0.011255,2409,1319,0,0,0,0,0.014428,0.009211,10280,6624,0.011794,0.001876,3974,628,0.038813,0.016298,12133,5221,0.018112,0.010395,8581,4944,0.00696,0.004122,3977,2354,0.00821,0.008234,1169,1180,0,0,0,0,0.003561,0.003524,2428,2410,0.010452,0.006224,12324,7392,0.006072,0.005248,2830,2432,0.057622,0.012113,25127,5602,0.00364,0.003132,2674,2433,0.030853,0.009242,3629,1070,0.016142,0.007398,3212,1450,0.009832,0.008382,2457,2075,0.019356,0.011134,2111,1224
7/1/15 0:00,privSecMainReason,Main Reason for Household Not Online at Home: Privacy or Security Concerns,noInternetAtHome,0.013965,0.001089,466790,36868,,,,,0.009305,0.004568,11547,5725,0.011892,0.002035,95884,16431,0.015796,0.001839,182441,21673,0.014071,0.00184,176918,23473,0.015226,0.001624,221065,23255,0.017697,0.006707,18563,7123,0.012746,0.001422,227162,25567,0.010605,0.001474,159805,22774,0.014233,0.002225,138284,22076,0.014703,0.003293,58248,13154,0.018681,0.004696,36684,9187,0.027153,0.005506,73770,14999,0.009916,0.002024,72287,14829,0.010214,0.001465,132202,19220,0.015637,0.002283,121505,18148,0.02596,0.003913,140795,20866,1%,0.001412,231100,22538,1%,0.001502,235690,26993,0.017856,0.001529,353579,31044,0.011876,0.002416,72296,14640,0.004138,0.001385,23657,7959,0.007713,0.00484,8441,5248,0.008414,0.009482,2519,2922,0.014757,0.007737,6298,3307,0.015069,0.001266,371667,31178,0.010901,0.002029,95123,18131,0.014902,0.00292,93003,19128,0.013793,0.001224,370234,32921,0.010359,0.008353,3553,2776,0.013816,0.001318,383126,36858,0.01469,0.002954,83664,16803,0.007736,0.002653,5191,1681,0,0,0,0,0.01044,0.007299,8569,6203,0.00909,0.005008,3541,1870,0.012052,0.003727,41460,12981,0.019493,0.011443,9942,5806,0.013487,0.009433,4397,3042,0.032975,0.014794,3260,1497,0.003202,0.003395,265,280,0.018257,0.005004,44262,11882,0.015996,0.006992,16884,7596,0,0,0,0,0.012228,0.008543,1501,1074,0.00588,0.00426,6488,4613,0.017171,0.008937,12234,6271,0.006085,0.006205,2050,2072,0.012819,0.009932,4007,3148,0.010124,0.00662,4797,3237,0.014776,0.006863,8442,3873,0.023856,0.01226,3397,1796,0.07129,0.023562,30839,10281,0.00794,0.00545,5415,3751,0.011414,0.005583,13459,6690,0.008195,0.008084,3820,3781,0.019082,0.006003,8321,2490,0.025384,0.00912,18650,6393,0.006144,0.004822,723,558,0.005416,0.005095,1078,1015,0,0,0,0,0.013169,0.009549,1436,1027
7/1/15 0:00,tooExpensiveMainReason,Main Reason for Household Not Online at Home: Too Expensive,noInternetAtHome,0.235092,0.004254,7858330,162391,,,,,0.40875,0.026012,507236,43171,0.404204,0.011074,3258983,108663,0.240916,0.007056,2782549,88852,0.104156,0.004552,1309562,60146,0.277569,0.007434,4030060,123208,0.43502,0.029228,456310,38436,0.188871,0.005034,3366175,101751,0.287172,0.006779,4327351,127861,0.231105,0.007274,2245291,79971,0.151148,0.009935,598808,43312,0.145367,0.013926,285465,29382,0.147752,0.013147,401415,38929,0.2478,0.008929,1806445,75994,0.233529,0.006198,3022510,95410,0.256821,0.008614,1995586,80402,0.190611,0.00988,1033790,58507,23%,0.006881,3602700,120765,24%,0.005265,4255630,110602,0.178626,0.004798,3537144,104041,0.321955,0.011525,1959954,86535,0.335799,0.012295,1919574,84030,0.203004,0.02592,222151,31209,0.273441,0.043945,81876,15227,0.322486,0.034412,137630,19184,0.252275,0.005137,6222369,147233,0.186824,0.007483,1630176,79525,0.210016,0.008887,1310665,81608,0.240343,0.004673,6451482,157872,0.280426,0.040364,96183,15086,0.206635,0.004465,5730249,143747,0.373653,0.01156,2128081,85148,0.282757,0.024199,189741,23854,0.321668,0.055415,16259,3204,0.230559,0.02658,189253,21753,0.27846,0.039533,108464,19890,0.279572,0.014335,961756,54051,0.29067,0.039505,148241,28006,0.184499,0.03806,60154,14382,0.189287,0.033578,18712,3465,0.279905,0.032117,23151,3031,0.23832,0.018155,577782,48464,0.249427,0.027488,263269,31880,0.174545,0.031584,20098,3955,0.170655,0.032306,20945,3414,0.203742,0.023568,224779,28073,0.211882,0.03719,150957,26545,0.175285,0.042083,59059,12111,0.235314,0.03822,73560,14125,0.215502,0.022166,102097,12462,0.202066,0.01787,115446,11002,0.209755,0.029168,29867,4933,0.210977,0.04077,91266,19515,0.251836,0.030723,171745,24817,0.232418,0.026569,274041,37483,0.204143,0.036195,95166,17159,0.172562,0.019208,75249,9373,0.195933,0.021052,143953,17189,0.217276,0.030444,25559,5133,0.23001,0.025445,45765,5430,0.278133,0.041618,69505,13788,0.14886,0.027998,16237,3262
11/1/17 0:00,isHouseholder,Household Reference Person in Universe: Non-Institutional,,1,0,127269805,322289,,,,,1,0,6040098,129304,1,0,42072570,215263,1,0,46585725,201597,1,0,32571412,153954,1,0,77872452,369554,1,0,2614436,87599,1,0,46337769,307887,1,0,28825344,343890,1,0,32164014,325678,1,0,23034750,243774,1,0,14423444,202278,1,0,28822253,298344,1,0,12368725,191398,1,0,34274125,332730,1,0,36416492,289105,1,0,44210464,359393,100%,0,63417224,372470,100%,0,63852581,316808,1,0,84604671,231235,1,0,16251475,143483,1,0,17329036,131418,1,0,6370021,93079,1,0,868985,54943,1,0,1845617,62212,1,0,108077203,362821,1,0,18747453,221719,1,0,17284319,683920,1,0,109028628,707272,1,0,956858,133092,1,0,97452699,399725,1,0,29817106,254083,1,0,2000185,45155,1,0,263080,8410,1,0,2674190,52401,1,0,1223602,20002,1,0,14027581,122276,1,0,2283850,45744,1,0,1388142,37040,1,0,373564,7649,1,0,322205,7025,1,0,8801406,94215,1,0,4024989,79352,1,0,483598,12505,1,0,639409,11473,1,0,4933210,67559,1,0,2652057,47222,1,0,1286348,27471,1,0,1151573,20868,1,0,1830528,45416,1,0,1856723,26144,1,0,576938,11825,1,0,2274209,53044,1,0,2726296,53503,1,0,4076138,73502,1,0,2213374,43189,1,0,1210963,20060,1,0,2494160,54642,1,0,452134,10005,1,0,795228,15720,1,0,1122382,25924,1,0,542482,10694
11/1/17 0:00,isPerson,Person in Universe: Ages 3+ Not Active-Duty Military,,1,0,309095638,52617,1,0,49028334,58705,1,0,42178417,28316,1,0,84261406,4,1,0,83456564,8,1,0,50170917,2,1,0,154697383,467998,1,0,6368628,161806,1,0,99001293,450683,1,0,56651233,730594,1,0,72775948,832350,1,0,57256388,704089,1,0,39012887,603160,1,0,83399181,923306,1,0,39186369,334272,1,0,71800517,577953,1,0,69797661,438992,1,0,79282757,608010,100%,0,150789310,41964,100%,0,158306328,34859,1,0,189092720,94178,1,0,38081080,131002,1,0,55271468,29025,1,0,17633553,109078,1,0,2389842,138421,1,0,6626975,142757,1,0,229957004,283726,1,0,30110300,280134,1,0,39807881,1612032,1,0,266936249,1615590,1,0,2351509,346815,1,0,186227747,696132,1,0,122867892,688454,1,0,4600558,18582,1,0,682095,3864,1,0,6683878,32543,1,0,2856323,15355,1,0,37612567,68305,1,0,5350105,27824,1,0,3401552,19118,1,0,913277,5102,1,0,655380,2874,1,0,20141258,49936,1,0,9846155,32672,1,0,1317689,7748,1,0,1639754,7478,1,0,12105078,38928,1,0,6337382,31652,1,0,2991528,16711,1,0,2734942,14568,1,0,4192899,21287,1,0,4404874,21680,1,0,1284341,5844,1,0,5680443,33559,1,0,6595579,18939,1,0,9485643,32270,1,0,5276626,29224,1,0,2838295,11360,1,0,5806397,34625,1,0,1002636,3850,1,0,1821802,6752,1,0,2858521,15139,1,0,1287170,5399
11/1/17 0:00,homeIOTUser,Interacts with Household Equipment Using the Internet,adultInternetUser,0.10992,0.001779,22696487,367432,,,,,0.065285,0.004594,2344445,164977,0.148088,0.003215,10661320,231453,0.113908,0.002861,7620692,191392,0.065352,0.003053,2070029,96718,0.131771,0.002311,17889882,321576,0.081446,0.011504,443634,66980,0.066846,0.00274,4362971,176454,0.048868,0.003213,1852665,123278,0.072343,0.003031,3676013,158013,0.10173,0.003933,4053901,168325,0.124394,0.005996,3207443,160401,0.190064,0.004191,9906464,248596,0.037453,0.004029,845150,91606,0.058814,0.002645,2964650,139012,0.111821,0.003296,6875227,211342,0.16677,0.003652,12011460,285240,12%,0.002738,11860269,273065,10%,0.002336,10836218,249362,0.113696,0.002037,15245538,273125,0.096102,0.005317,2239918,123925,0.085919,0.004392,2723386,139227,0.161861,0.009497,1931167,117520,0.072434,0.018921,108011,28624,0.113139,0.015315,448466,62493,0.114477,0.001947,21305933,367336,0.068278,0.00403,1390554,84753,0.059474,0.004005,1521193,112322,0.117255,0.00198,21033504,368761,0.093268,0.016757,141790,38681,0.107444,0.002165,16063761,335789,0.116419,0.003822,6632725,222178,0.07215,0.010264,219581,36903,0.082955,0.014922,38827,7332,0.10376,0.011618,468834,53174,0.086563,0.010653,167041,24119,0.13175,0.006095,3118367,163703,0.113696,0.012358,409157,51815,0.10279,0.01578,230349,37556,0.071684,0.012656,41540,7373,0.15476,0.014882,81833,8100,0.103234,0.00703,1481351,111556,0.118797,0.012304,800250,83202,0.085072,0.011131,71245,9471,0.066485,0.008534,74496,12396,0.111313,0.010335,938414,95433,0.098169,0.013106,416415,54174,0.049411,0.009972,104569,22018,0.088531,0.016296,165983,27556,0.087292,0.013338,246538,37917,0.105274,0.009694,313574,34760,0.080718,0.014164,76047,14878,0.128401,0.015888,477033,65179,0.118946,0.011132,497537,53098,0.106842,0.008678,687819,66822,0.12819,0.016069,476240,61960,0.071932,0.012939,132631,23303,0.110731,0.01612,437622,71619,0.103104,0.013036,72173,10305,0.079212,0.01182,101577,16276,0.106852,0.014744,209097,30254,0.111083,0.011897,103138,12190
11/1/17 0:00,offeringServicesUser,Offers Services for Sale via the Internet,adultInternetUser,0.060015,0.001468,12392031,303089,,,,,0.051032,0.003716,1832611,133446,0.076252,0.002825,5489602,203371,0.060755,0.002458,4064607,164424,0.031735,0.002554,1005211,80905,0.074848,0.001969,10161736,270966,0.060859,0.010253,331498,55956,0.029092,0.001787,1898797,117655,0.041964,0.002861,1590910,111748,0.052934,0.002786,2689794,146112,0.053454,0.0031,2130118,123776,0.065145,0.003856,1679741,100771,0.082528,0.003273,4301469,177323,0.034694,0.003815,782873,87301,0.038401,0.002277,1935712,117419,0.06155,0.002704,3784349,170030,0.081766,0.002807,5889096,213716,7%,0.002166,6550581,216034,5%,0.001954,5841450,208574,0.060193,0.001823,8071235,244392,0.053497,0.004314,1246885,100554,0.058021,0.003957,1839117,125441,0.065746,0.006292,784409,76056,0.036438,0.012789,54336,19174,0.099915,0.013544,396049,56899,0.062017,0.001566,11542292,290712,0.041723,0.003265,849739,69488,0.038595,0.003771,987161,107607,0.062828,0.001621,11270342,291676,0.088492,0.022318,134528,40815,0.059015,0.001685,8823254,257248,0.06264,0.003012,3568777,175541,0.034208,0.007744,104108,25794,0.062855,0.012141,29419,6030,0.072993,0.012272,329816,54954,0.034882,0.006796,67313,13650,0.071014,0.004922,1680822,118691,0.107745,0.014627,387741,60097,0.096205,0.014629,215592,34566,0.046561,0.011998,26982,7044,0.070222,0.008347,37131,4346,0.058075,0.005235,833349,77849,0.05058,0.009447,340721,62952,0.083161,0.012833,69644,10906,0.072291,0.010238,81002,11832,0.058187,0.007327,490539,66638,0.036555,0.006108,155058,28282,0.054254,0.0146,114818,32259,0.063957,0.01259,119910,23716,0.02548,0.006475,71962,18294,0.044849,0.008255,133589,27043,0.060009,0.014065,56537,13733,0.060138,0.010296,223425,40720,0.053941,0.008604,225628,36301,0.041871,0.007414,269552,46362,0.081031,0.011557,301040,42327,0.03725,0.008865,68683,16889,0.058727,0.011925,232095,49747,0.076968,0.009281,53878,7140,0.071516,0.014049,91708,18662,0.06949,0.012515,135985,25612,0.061866,0.010898,57441,10713
11/1/17 0:00,callConfUser,Participates in Online Video or Voice Calls or Conferencing,adultInternetUser,0.466199,0.003095,96261364,639089,,,,,0.605005,0.009084,21726189,326198,0.550203,0.004841,39610940,348512,0.40121,0.004697,26841722,314250,0.25517,0.005554,8082513,175924,0.513273,0.003535,69684409,569302,0.43214,0.019404,2353856,149265,0.371126,0.005066,24223100,435939,0.359679,0.007074,13635895,371395,0.399712,0.005963,20310923,401128,0.458697,0.005906,18278893,316188,0.501014,0.007563,12918431,273760,0.597012,0.005388,31117222,444955,0.412085,0.009625,9298837,280976,0.324287,0.005344,16346468,313201,0.475131,0.005651,29213043,456262,0.574849,0.005298,41403017,567447,45%,0.004597,45301280,458398,48%,0.003863,50960084,412415,0.46278,0.003784,62054265,507421,0.453599,0.009699,10572293,226055,0.439128,0.00818,13919162,259271,0.583914,0.013061,6966669,201221,0.386257,0.031932,575974,68215,0.548204,0.020381,2173002,128451,0.483912,0.00335,90063288,631430,0.304333,0.008433,6198077,200910,0.363576,0.009086,9299416,456162,0.481212,0.003328,86321395,777842,0.421352,0.039601,640553,133022,0.444844,0.003556,66507697,626656,0.522241,0.005665,29753667,482101,0.371357,0.016361,1130190,87318,0.50381,0.029093,235807,28829,0.422816,0.022691,1910481,130628,0.450299,0.017952,868949,69637,0.501195,0.009134,11862723,299735,0.551173,0.024841,1983509,142359,0.494249,0.025881,1107594,87937,0.442375,0.031244,256352,24077,0.692032,0.017331,365927,13719,0.45226,0.012662,6489691,243553,0.461096,0.01908,3106084,174161,0.518217,0.026383,433987,28555,0.475291,0.026257,532560,50652,0.474421,0.016338,3999551,192977,0.475071,0.02177,2015155,178288,0.473263,0.027645,1001564,87444,0.429249,0.027951,804784,74704,0.415007,0.028954,1172099,131264,0.425226,0.018659,1266605,91410,0.432119,0.025983,407116,34425,0.538262,0.025816,1999738,164270,0.506428,0.018963,2118332,114719,0.416769,0.021552,2683046,208788,0.510593,0.019807,1896911,127793,0.369741,0.029759,681744,88604,0.438842,0.020038,1734349,111559,0.438941,0.01674,307260,19047,0.459961,0.024717,589829,44948,0.40381,0.024565,790213,70493,0.466263,0.024258,432913,32602
11/1/17 0:00,publishingUser,"Posts or Uploads Blog Posts, Videos, or Other Original Content",adultInternetUser,0.169339,0.002302,34965285,475350,,,,,0.260047,0.007912,9338498,284115,0.207069,0.004089,14907572,294401,0.129767,0.003278,8681659,219338,0.064327,0.003182,2037556,100783,0.184853,0.002921,25096519,421857,0.1849,0.014712,1007148,90822,0.13577,0.003666,8861618,261935,0.144729,0.005334,5486867,227991,0.158353,0.00501,8046522,267427,0.169351,0.004816,6748552,213068,0.172593,0.006254,4450228,175817,0.196331,0.004661,10233115,280658,0.185072,0.007712,4176206,196538,0.126611,0.004055,6382127,216746,0.178547,0.004249,10977829,283366,0.186453,0.003959,13429123,323544,17%,0.00342,16650029,341093,17%,0.003182,18315256,339755,0.157904,0.002803,21173449,375869,0.190035,0.007406,4429248,172616,0.186963,0.006526,5926204,206845,0.20282,0.010422,2419840,132675,0.1721,0.030296,256630,51894,0.191711,0.018772,759913,78006,0.175861,0.00249,32730440,466728,0.109733,0.005643,2234845,119942,0.12375,0.005791,3165238,197714,0.176212,0.002426,31609559,456633,0.125302,0.021932,190488,43522,0.155733,0.002393,23283295,384437,0.205044,0.00515,11681990,327997,0.126426,0.018744,384765,71111,0.149283,0.01787,69872,9542,0.130558,0.015463,589923,72719,0.139209,0.016114,268634,37588,0.209157,0.007515,4950520,209307,0.208975,0.018696,752039,73514,0.151074,0.020172,338552,47264,0.161151,0.02082,93385,13202,0.239915,0.016482,126860,9642,0.169196,0.008365,2427871,128786,0.221805,0.016216,1494145,127311,0.204404,0.020486,171180,19802,0.199521,0.016497,223562,25481,0.158491,0.010955,1336144,100558,0.148153,0.018487,628434,87039,0.196899,0.019092,416697,45672,0.151245,0.02182,283565,47354,0.122224,0.016809,345197,50174,0.155843,0.017831,464204,67546,0.13819,0.018854,130194,20418,0.197696,0.019326,734474,88859,0.166857,0.013833,697942,66114,0.132321,0.014945,851850,116737,0.201776,0.020591,749620,90150,0.181546,0.029586,334741,68489,0.178608,0.015986,705877,67578,0.200673,0.017965,140471,16540,0.172427,0.021117,221111,28361,0.121102,0.017595,236984,38955,0.178784,0.018141,165997,20144
11/1/17 0:00,requestingServicesUser,Requests Services Provided by Other People via the Internet,adultInternetUser,0.259328,0.002712,53546355,560045,,,,,0.253347,0.008388,9097892,301227,0.339509,0.004615,24442380,332258,0.232868,0.004116,15579328,275378,0.139755,0.004558,4426754,144367,0.307886,0.00339,41800026,490975,0.230806,0.013986,1257194,97005,0.160706,0.004099,10489135,288223,0.163441,0.00622,6196262,257690,0.19176,0.004886,9744100,274465,0.246517,0.006175,9823605,287781,0.284214,0.007871,7328346,233298,0.392429,0.005548,20454043,372594,0.094605,0.006273,2134804,143661,0.123294,0.003687,6214911,199439,0.256855,0.00484,15792540,318386,0.408253,0.004888,29404100,477848,27%,0.003805,26496349,379432,25%,0.003821,27050006,407956,0.263102,0.003306,35279373,443294,0.227258,0.007563,5296838,176277,0.228795,0.006523,7252177,206754,0.362076,0.012315,4319927,164684,0.173929,0.031974,259356,51766,0.287267,0.020402,1138684,97429,0.272006,0.002898,50624302,535122,0.143476,0.006496,2922053,141851,0.101975,0.004984,2608285,171106,0.282505,0.003118,50676726,557133,0.17191,0.02408,261344,58494,0.266985,0.003151,39916433,521245,0.239235,0.004919,13629922,323171,0.117258,0.023196,356864,85528,0.163073,0.019104,76326,12246,0.305297,0.021715,1379473,113457,0.172389,0.014318,332661,33083,0.364136,0.009084,8618699,266696,0.381279,0.026879,1372112,117332,0.258851,0.023637,580076,61846,0.21964,0.024158,127279,15691,0.658698,0.018355,348301,14110,0.246687,0.011917,3539828,198037,0.234336,0.016785,1578556,111278,0.244009,0.018481,204348,16780,0.17634,0.016538,197587,25617,0.296245,0.014672,2497463,150933,0.193146,0.017058,819287,86690,0.189106,0.021454,400205,58771,0.232583,0.029696,436061,60109,0.196083,0.02253,553794,66835,0.167216,0.018855,498079,54593,0.18758,0.021362,176727,23466,0.366917,0.024475,1363163,123394,0.358507,0.016752,1499596,95964,0.203915,0.014175,1312748,101303,0.246615,0.019487,916202,81799,0.082633,0.013502,152363,25138,0.213817,0.017064,845028,79984,0.212064,0.017963,148445,18752,0.257324,0.022607,329979,34187,0.257073,0.02032,503065,50295,0.205147,0.017616,190473,18647
11/1/17 0:00,jobSearchUser,Searches for a Job Online,adultInternetUser,0.208307,0.002337,43011502,482564,,,,,0.344996,0.008244,12389052,296053,0.266087,0.004641,19156451,334129,0.150599,0.00317,10075383,212106,0.043903,0.002586,1390616,81904,0.231489,0.003106,31428064,443277,0.714444,0.01765,3891560,198882,0.117848,0.003746,7691878,255920,0.244249,0.005663,9259824,275199,0.206052,0.005348,10470305,301921,0.204967,0.005339,8167831,240732,0.193244,0.006262,4982713,180246,0.194369,0.004418,10130829,257363,0.175291,0.007545,3955511,178248,0.182041,0.004383,9176187,250427,0.235521,0.004684,14480834,306806,0.213803,0.003707,15398970,319136,21%,0.003229,20621548,321967,21%,0.003342,22389954,356777,0.188778,0.002584,25313321,346550,0.274807,0.008299,6405091,193430,0.229267,0.007016,7267141,222377,0.216393,0.01116,2581783,137263,0.227277,0.028616,338908,56600,0.278834,0.022533,1105259,99990,0.216083,0.00254,40216311,469944,0.137247,0.005976,2795191,130757,0.1631,0.006318,4171719,232222,0.214972,0.002567,38562386,512526,0.18247,0.02072,277397,61901,0.202247,0.002755,30237494,452821,0.224212,0.004432,12774008,281120,0.190011,0.016616,578281,63537,0.222955,0.026492,104354,18767,0.221438,0.019965,1000559,96554,0.189296,0.018605,365286,33699,0.219586,0.007236,5197350,193070,0.253012,0.023781,910515,90711,0.238203,0.020318,533804,58706,0.226308,0.021426,131143,14812,0.31902,0.017606,168689,11138,0.184121,0.010658,2642035,167642,0.19474,0.015164,1311826,109014,0.185489,0.018416,155340,17159,0.234471,0.019102,262723,31026,0.196756,0.013326,1658731,136578,0.198451,0.017866,841790,94151,0.19707,0.022816,417059,57224,0.205122,0.025328,384575,50657,0.213735,0.020205,603649,71434,0.20108,0.016768,598949,62529,0.157363,0.021618,148258,22852,0.228715,0.022817,849715,102996,0.2351,0.017166,983396,82674,0.166562,0.01612,1072280,123730,0.207212,0.019681,769817,79737,0.171487,0.021218,316194,34324,0.203451,0.020002,804059,96392,0.180282,0.016571,126198,14977,0.212311,0.020922,272256,28736,0.204759,0.020335,400692,42990,0.166877,0.015977,154941,16651
